	index	complexity	length	TE	TE_inf	expr_x	expr_y	expr_z	index_column	method	data_version	system	snr	init
21	1392	35	286	0.43453540708503313	0.43453540708503313	-9.969*x1 + 9.971*x2 - 0.017	-0.949*x2 + (-0.993*x1 - 0.002)*(x3 - 27.935) + 0.158	-2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)	1392	dso	allonger	lorenz	inf	3
10	762	34	263	0.4393679572761561	0.4393679572761561	-9.97*x1 + 9.97*x2	-0.949*x2 + (-0.993*x1 - 0.002)*(x3 - 27.935) + 0.158	-2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)	762	dso	allonger	lorenz	inf	3
20	1371	32	258	0.4474473087604852	0.4474473087604852	-9.969*x1 + 9.971*x2 - 0.017	-0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166	-2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)	1371	dso	allonger	lorenz	inf	3
9	741	31	235	0.45137013444272855	0.45137013444272855	-9.97*x1 + 9.97*x2	-0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166	-2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)	741	dso	allonger	lorenz	inf	3
11	801	30	216	0.6892976768635822	0.6892976768635822	-9.97*x1 + 9.97*x2	-0.937*x2 + (-0.99*x1 - 0.002*x2)*(x3 - 27.909) + 0.272	x1*x2 - 2.667*x3	801	dso	allonger	lorenz	inf	3
19	1368	26	189	0.7050111877216099	0.7050111877216099	-9.969*x1 + 9.971*x2 - 0.017	-0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166	x1*x2 - 2.667*x3	1368	dso	allonger	lorenz	inf	3
8	738	25	166	0.711571585591565	0.711571585591565	-9.97*x1 + 9.97*x2	-0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166	x1*x2 - 2.667*x3	738	dso	allonger	lorenz	inf	3
7	697	23	139	7.74071971337205	7.74071971337205	-9.97*x1 + 9.97*x2	0.957*x1*(26.973 - x3)	0.996*x1*x2 - 2.657*x3	697	dso	allonger	lorenz	inf	3
6	696	22	121	8.759940703336243	8.759940703336243	-9.97*x1 + 9.97*x2	0.957*x1*(26.973 - x3)	x1*x2 - 2.667*x3	696	dso	allonger	lorenz	inf	3
18	1325	21	139	10.383354871952616	10.383354871952616	-9.969*x1 + 9.971*x2 - 0.017	0.957*x1*(26.973 - x3)	x1*x2 - 70.958	1325	dso	allonger	lorenz	inf	3
5	695	20	116	10.562031340528259	10.562031340528259	-9.97*x1 + 9.97*x2	0.957*x1*(26.973 - x3)	x1*x2 - 70.958	695	dso	allonger	lorenz	inf	3
4	633	19	82	11.723486625273392	11.723486625273392	-9.97*x1 + 9.97*x2	-x1 + x2	x1*x2 - 2.667*x3	633	dso	allonger	lorenz	inf	3
17	1260	18	98	25.155946395681973	25.155946395681973	-9.969*x1 + 9.971*x2 - 0.017	-x1 + x2	8.97 - x1	1260	dso	allonger	lorenz	inf	3
3	630	17	75	25.20177113488043	25.20177113488043	-9.97*x1 + 9.97*x2	-x1 + x2	8.97 - x1	630	dso	allonger	lorenz	inf	3
2	45	16	99	40.426539503313	40.426539503313	x2 - 7.542	-0.71*x2*(x3 - 26.452)	x1*x2 - 2.667*x3	45	dso	allonger	lorenz	inf	3
1	44	14	94	49.07031348378118	49.07031348378118	x2 - 7.542	-0.71*x2*(x3 - 26.452)	x1*x2 - 70.958	44	dso	allonger	lorenz	inf	3
0	0	13	52	32744.608698719727	32744.608698719727	x2 - 7.542	-x1 + x2	8.97 - x1	0	dso	allonger	lorenz	inf	3
