  index    complexity    length            TE        TE_inf  expr_x                        expr_y                                                   expr_z                                                  index_column  method    data_version    system      snr    init
    762            34       263      0.439368      0.439368  -9.97*x1 + 9.97*x2            -0.949*x2 + (-0.993*x1 - 0.002)*(x3 - 27.935) + 0.158    -2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)                      762  dso       allonger        lorenz      inf       3
   1371            32       258      0.447447      0.447447  -9.969*x1 + 9.971*x2 - 0.017  -0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166               -2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)                     1371  dso       allonger        lorenz      inf       3
    741            31       235      0.45137       0.45137   -9.97*x1 + 9.97*x2            -0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166               -2.656*x3 + (x1 + 0.021)*(0.996*x2 - 0.023)                      741  dso       allonger        lorenz      inf       3
    801            30       216      0.689298      0.689298  -9.97*x1 + 9.97*x2            -0.937*x2 + (-0.99*x1 - 0.002*x2)*(x3 - 27.909) + 0.272  x1*x2 - 2.667*x3                                                 801  dso       allonger        lorenz      inf       3
   1368            26       189      0.705011      0.705011  -9.969*x1 + 9.971*x2 - 0.017  -0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166               x1*x2 - 2.667*x3                                                1368  dso       allonger        lorenz      inf       3
    738            25       166      0.711572      0.711572  -9.97*x1 + 9.97*x2            -0.993*x1*(x3 - 27.934) - 0.948*x2 + 0.166               x1*x2 - 2.667*x3                                                 738  dso       allonger        lorenz      inf       3
    697            23       139      7.74072       7.74072   -9.97*x1 + 9.97*x2            0.957*x1*(26.973 - x3)                                   0.996*x1*x2 - 2.657*x3                                           697  dso       allonger        lorenz      inf       3
    696            22       121      8.75994       8.75994   -9.97*x1 + 9.97*x2            0.957*x1*(26.973 - x3)                                   x1*x2 - 2.667*x3                                                 696  dso       allonger        lorenz      inf       3
   1325            21       139     10.3834       10.3834    -9.969*x1 + 9.971*x2 - 0.017  0.957*x1*(26.973 - x3)                                   x1*x2 - 70.958                                                  1325  dso       allonger        lorenz      inf       3
    695            20       116     10.562        10.562     -9.97*x1 + 9.97*x2            0.957*x1*(26.973 - x3)                                   x1*x2 - 70.958                                                   695  dso       allonger        lorenz      inf       3
    633            19        82     11.7235       11.7235    -9.97*x1 + 9.97*x2            -x1 + x2                                                 x1*x2 - 2.667*x3                                                 633  dso       allonger        lorenz      inf       3
   1260            18        98     25.1559       25.1559    -9.969*x1 + 9.971*x2 - 0.017  -x1 + x2                                                 8.97 - x1                                                       1260  dso       allonger        lorenz      inf       3
    630            17        75     25.2018       25.2018    -9.97*x1 + 9.97*x2            -x1 + x2                                                 8.97 - x1                                                        630  dso       allonger        lorenz      inf       3
     45            16        99     40.4265       40.4265    x2 - 7.542                    -0.71*x2*(x3 - 26.452)                                   x1*x2 - 2.667*x3                                                  45  dso       allonger        lorenz      inf       3
     44            14        94     49.0703       49.0703    x2 - 7.542                    -0.71*x2*(x3 - 26.452)                                   x1*x2 - 70.958                                                    44  dso       allonger        lorenz      inf       3
      0            13        52  32744.6       32744.6       x2 - 7.542                    -x1 + x2                                                 8.97 - x1                                                          0  dso       allonger        lorenz      inf       3
