A000001,A000002,A000005,A000009,A000010,A000014,A000019,A000029,A000031,A000032,A000035,A000040,A000041,A000045,A000048,A000055,A000069,A000079,A000081,A000085,A000108,A000110,A000111,A000120,A000123,A000124,A000129,A000140,A000142,A000161,A000166,A000169,A000182,A000203,A000204,A000217,A000219,A000225,A000244,A000262,A000272,A000290,A000292,A000302,A000311,A000312,A000326,A000330,A000364,A000521,A000578,A000583,A000593,A000594,A000602,A000670,A000688,A000720,A000793,A000796,A000959,A000961,A000984,A001003,A001006,A001034,A001037,A001045,A001055,A001057,A001065,A001097,A001113,A001147,A001157,A001190,A001221,A001222,A001227,A001285,A001333,A001358,A001405,A001462,A001481,A001511,A001519,A001615,A001700,A001764,A001906,A001969,A002033,A002083,A002110,A002113,A002275,A002322,A002378,A002426,A002487,A002530,A002531,A002572,A002620,A002654,A002808,A003136,A003418,A003484,A004011,A004018,A004526,A005036,A005100,A005101,A005117,A005130,A005230,A005408,A005811,A005843,A006318,A006530,A006882,A007318,A008275,A008277,A008279,A008292,A008683,A010060,A018252,A020639,A020652,A020653,A025487,A027641,A027642,A035099,A038566,A038567,A038568,A038569,A049310,A070939,A074206,A104725,A226898,A246655
4,1,2,222,28,629933,8,4806078,9587580,710647,0,109,3718,317811,4793490,2023443032,56,268435456,45007066269,17411277367391104,263747951750360,6160539404599934652455,1252259641403629865468285,3,1154,407,18457556052,131093683078889885597327092718,304888344611713860501504000000,0,112162153835443422680893595673,88540901833145211536614766025207452637361,341838301335718580350174449297951396847081443826785448952307122176,30,1149851,406,2483234,268435455,22876792454961,165145148432723439035142843093913,42277452950578284263485622772148731904,784,4060,72057594037927936,134637659404625757681335270499748020224,33145523113253374862572728253364605812736,1162,7714,9420321896420241204202286237690583227209388852599646009394905945,1353563541518646878675077500,21952,614656,30,128406630,617105614,6297562064950066033518373935334635,1,10,2310,2,133,67,7648690600760440,7154203054548921813,208023278209,74412,9586395,89478485,1,-14,1,199,3,8687364368561751199826958100282265625,842,253450711,1,1,2,2,26102926097,86,40116600,10,61,1,139583862445,30,15033633249770520,268225186597703313816,225851433717,57,1,42505932,2566376117594999414479597815340071648394470,191,1111111111111111111111111111,28,812,2098240353907,3,29354524,50843527,3263875,196,2,44,75,80313433200,1,192,0,14,14324416382789544320,37,126,43,58570729347335323136023302737708945425317502220277071272415602221462430624119608343237888,65149296,57,2,56,14308406109097843626,29,1428329123020800,1,-5040,1,1,1,-1,1,42,29,3,7,420,-23749461029,870,6300794030460,1,10,7,3,0,5,8,11,1,71
1,2,8,256,8,1256070,4,9272780,18512792,1149851,1,113,4565,514229,9256395,5469566585,59,536870912,126186554308,101990226254706560,1002242216651368,71339801938860275191172,23119184187809597841473536,4,1294,436,44560482149,3741163513205099419577155249749,8841761993739701954543616000000,1,3252702461227859257745914274516,6863037736488300000000000000000000000000000,474090194351342155974522582010891145370303013658973457042263121068032,72,1860498,435,3759612,536870911,68630377364883,5628563759710900871382077742916173,3053134545970524535745336759489912159909,841,4495,288230376151711744,9584963644881810156457282812023186653184,2567686153161211134561828214731016126483469,1247,8555,12622019251806218719903409237287489255482341061191825594069964920041,4365689224858876634610401280,24389,707281,24,-29211840,1590507121,263478385263023690020893329044576861,1,10,2520,7,135,71,30067266499541040,39614015909996567325,593742784829,95040,18512790,178956971,5,15,42,227,5,495179769008019818390136611716089140625,1300,596572387,3,3,4,1,63018038201,87,77558760,10,64,2,365435296162,72,59132290782430712,1718929965542850284040,591286729879,58,13,85011864,279734996817854936178276161872067809674997230,202,11111111111111111111111111111,4,870,6186675630819,7,80198051,138907099,5855833,210,0,45,76,2329089562800,2,720,8,14,88991667711487428624,38,132,46,174587047432302670618553571492623519395234302099274953709218895672410142725570487269650224035072,130298592,59,3,58,79228031819993134650,5,6190283353629375,7,13068,127,7,247,-1,0,44,2,7,3,432,0,1,-11164248047616,3,10,4,7,-4,5,1,1,3,73
4,1,2,296,30,2515169,12,17920860,35792568,1860498,0,127,5604,832040,17895679,14830871802,61,1073741824,354426847597,606917269909048576,3814986502092304,846749014511809332450147,441543893249023104553682821,4,1460,466,107578520350,110520062557960229937518882573780,265252859812191058636308480000000,0,97581073836835777732377428235481,550618520345910837374536871905139185678862401,703237958001393736999896827714634659411015090272684227831001161763127296,32,3010349,465,5668963,1073741823,205891132094649,197987401295571718915006598239796851,228767924549610000000000000000000000000000,900,4960,1152921504606846976,707173340451261419106233361561741760135168,205891132094649000000000000000000000000000000,1335,9455,18108911496579230496545807741652158688733487349236314106008095454231325,13798375834642999925542288376,27000,810000,32,-52843168,4111846763,11403568794011880483742464196184901963,1,11,4620,9,141,73,118264581564861424,219721391307807180831,1697385471211,102660,35790267,357913941,1,-15,1,229,2,29215606371473169285018060091249259296875,962,1406818759,1,1,2,1,152139002499,91,155117520,10,65,1,956722026041,32,232714176627630544,11034966795189838872624,1548008755920,60,1,170021123,31610054640417607788145206291543662493274686990,212,111111111111111111111111111111,30,930,18252025766941,4,109552575,189750626,10506175,225,0,46,79,2329089562800,1,576,0,15,554343930087490101603,39,138,47,878332450140829638256484522632471257632660252323533130626178143135124108228994737708014781199407297536,260075635,61,2,60,439442782615614361662,31,42849873690624000,21,-13132,966,42,4293,-1,0,45,31,9,1,480,8615841276005,14322,19591528119288,7,10,7,4,0,5,13,19,1,79
1,1,6,340,16,5049816,7,34669602,69273668,3010349,1,131,6842,1346269,34636833,40330829030,62,2147483648,997171512998,3666624057550245376,14544636039226909,10293358946226376485095653,8713962757125169296170811392,5,1626,497,259717522849,3375756695980380477286753254473888,8222838654177922817725562880000000,0,3025013288941909109703700275299910,45671926166590716193865151022383844364247891968,1113255345330866700339746218047088280783690575394538814699382505942970007552,63,4870847,496,8512309,2147483647,617673396283947,7180381008081391095712994856290537401,17761887753093897979823770061456102763834271,961,5456,4611686018427387904,54005481349178592760992820984887698159828992,17069174130723235958610643029059314756044734431,1426,10416,27757101702071580597366980908371527449233019594800917578033782766889782501,42780782244213262567058227200,29791,923521,1,-196706304,10660307791,510008036574269388430841024075918118973,7,11,4620,5,151,79,465428353255261088,1220631504623087926239,4859761676391,113460,69273666,715827883,7,16,31,239,6,1782151988659863326386101665566204817109375,1365,3323236238,1,5,1,2,367296043199,93,300540195,10,68,6,2504730781961,48,916312070471295267,70956023048640039202464,4052739537881,63,16,340042246,4014476939333036189094441199026045136645885247730,222,1111111111111111111111111111111,8,992,53876592856681,5,299303201,518408351,18849555,240,1,48,81,72201776446800,10,768,0,15,3461742164738503723551,41,140,51,7457901645375312545846943364460201024500933619811719342594448739658061730204945465190362255297438758806424576,519108172,63,1,62,2441263009246175852478,2,191898783962510625,35,6769,1701,210,15619,0,1,46,2,1,10,512,0,1,-34065932304384,9,10,5,7,10,5,1,1,2,81
51,2,4,390,20,10172638,4,67159050,134219796,4870847,0,137,8349,2178309,67108864,109972410221,64,4294967296,2809934352700,22481059424730751232,55534064877048198,128064670049908713818925644,177519391579539289436664789665,1,1828,529,627013566048,106467694162042862000136018798257696,263130836933693530167218012160000000,1,96800425246141091510518408809597121,3912425457204879631503516058626198046646581314561,1876931252103779423744107928520940159241846377457001534447942558261899287330816,48,7881196,528,12733429,4294967295,1853020188851841,268235720304245940438962539583292784833,1427247692705959881058285969449495136382746624,1024,5984,18446744073709551616,4264097052284773334721826922349063450644185088,1461501637330902918203684832716283019655932542976,1520,11440,45358103330017889174746887871567762366351861519470368881468843837919695760705,130233693825770295128044873221,32768,1048576,48,134722224,27711253769,23545154085734896649184490637144855476395,1,11,5460,0,159,81,1832624140942590534,6791142807106951594977,13933569346707,126000,134215680,1431655765,2,-16,15,241,6,112275575285571389562324404930670903477890625,1220,7862958391,2,2,4,2,886731088897,94,601080390,10,72,1,6557470319842,48,3609714217008132870,456949965738717944767791,10610209857723,65,3,680079282,525896479052627740771371797072411912900610967452630,232,11111111111111111111111111111111,10,1056,159114492071763,1,408855776,708158977,33818794,256,0,49,84,144403552893600,1,24,4,16,21668560810604040368391,43,144,53,106876183004756345933570420828879852887529017236888227871760355325189568195517154820121130386082846697528094385580032,1036138646,65,2,64,13582285614213903189954,11,1371195958099968000,35,-1960,1050,840,15619,1,1,48,3,2,9,576,-7709321041217,510,58718797964805,1,11,7,5,0,6,16,52,1,83
1,1,4,448,16,20543579,2,130216124,260301176,7881196,1,139,10143,3524578,130150493,300628862480,67,8589934592,7929819784355,139813029266338603264,212336130412243110,1629595892846007606764728147,3729407703720529571097509625856,2,2030,562,1513744654945,3463861806507747133152591395448445166,8683317618811886495518194401280000000,0,3194414033122656019847107490716704992,345783497216724000335707367685598692782880644399104,3363778185835623734685687723332931134189986914776308225242137528703520468549763072,54,12752043,561,18974973,8589934591,5559060566555523,10312383859759246161585274175473817912353,118558347188026655500106547231096910504441858017,1089,6545,73786976294838206464,347717494441208655889609784742705293689836535808,129110040087761027839616029934664535539337183380513,1617,12529,78862842066617894181007207422399904239478162972003768932709757494857167945376961,389608006170995911894300098560,35937,1185921,18,165742416,72214088660,1120959742203056268267494209293006882589981,1,11,5460,2,163,83,7219428434016265740,37836272668898230450209,40002464776083,150348,260300986,2863311531,2,17,20,269,2,7297912393562140321551086320493608726062890625,1450,18632325319,2,2,2,1,2140758220993,95,1166803110,11,73,2,17167680177565,54,14226520737620288370,2946924270225408943665279,27777890035288,66,3,1360158564,72047817630210000485677936198920432067383702541010310,242,111111111111111111111111111111111,16,1122,470139239360787,6,1117014753,1934726305,60675786,272,2,50,91,144403552893600,2,1152,0,16,135933207569172160153335,44,150,55,2584924811318585705108811000877026169148238078203127674146235688840723327580567676824350502889195295300743531850748640388096,2068138892,67,3,66,75672545337796460900418,17,6332659870762850625,21,322,266,2520,4293,1,0,49,2,3,8,720,0,1,-100372723007488,2,11,6,7,-6,6,3,3,2,89
2,2,4,512,24,41602425,6,252745368,505294128,12752043,0,149,12310,5702887,252645135,823779631721,69,17179869184,22409533673568,881687990282453393920,812944042149730764,21195039388640360462388656799,80723299235887898062168247453281,2,2268,596,3654502875938,116168034299493079570776886639370348862,295232799039604140847618609643520000000,1,108610077126170304674801654684367969729,31500214267261391312908183811814524233341217041015625,6396547057630278735849943432686645929388437954320994101254725815311360848899380084736,48,20633239,595,28175955,17179869183,16677181699666569,407672797962585779722668927956788619344003,10170102859315411774579628461341138023025901305856,1156,7140,295147905179352825856,29254882744213252920618676866373646493034580279296,11756638905368616011414050501310355554617941909569536,1717,13685,145618443801396315007150470094942326661860812858314932986447697768064595488862902085,1146329398900810637779611090240,39304,1336336,48,-80873520,188626236139,54984904077825684862426868390301049750104843,1,11,9240,8,169,89,28453041475240576740,211079263903460624841507,114988706524270,175560,505286415,5726623061,2,-17,13,271,4,488960130368663401543922783473071784646213671875,1300,44214569100,2,2,4,1,5168247530883,106,2333606220,11,74,1,44945570212853,48,56093138908331422716,19030649059639789214206725,72723460248141,68,3,2720306730,10014646650599190067509233131649940057366334653200433090,252,1111111111111111111111111111111111,12,1190,1389754816243449,5,1525870529,2642885282,108861148,289,0,51,93,144403552893600,1,432,8,17,854528473872582179267870,45,156,57,105514968848369268246973724672387943867636222367428622522985934275582783567424112810493457065360641332955055745357259203710182364160,4128034691,69,4,68,422158527806921249683014,7,46620662575398912000,7,-28,28,5040,247,1,0,50,5,4,7,768,2577687858367,6,170215559855424,3,11,7,6,0,6,3,3,2,97
1,2,9,585,12,84440886,22,490984488,981706832,20633239,1,151,14883,9227465,490853403,2262366343746,70,34359738368,63411730258053,5635330985337965904896,3116285494907301262,281600203019560266563340426570,1798651693450888780071750349094912,3,2506,631,8822750406821,4012360305798448466214345050408997303014,10333147966386144929666651337523200000000,0,3801352699415960663618057913952878940514,2955204414547681244658707659790455381671329323051646976,12884341695767894465395544961636963008138862731301380715918912221869864945957889839726592,91,33385282,630,41691046,34359738367,50031545098999707,16558928368768544607565478404136791037076141,900006121921754037511662394623272120952606201171875,1225,7770,1180591620717411303424,2537062817232412229880934405017394261055100581576704,1102507499354148695951786433413508348166942596435546875,1820,14910,285051783223697718732198729556739339504255241778255239879353211106980427546235397447421,3319627709139267167263679606784,42875,1500625,13,167282496,493782952902,2776425695289206002630310219593685496163584253,4,11,9240,8,171,97,112186277816662845432,1179022517498408548259307,330931069469828,178920,981706806,11453246123,9,18,55,281,9,33738248995437774706530672059641953140588743359375,1911,105061603969,2,4,3,2,12477253282759,111,4537567650,11,80,3,117669030460994,72,221256270138418389602,123052100237542105872786180,190392490709135,71,26,5440613460,1492182350939279320058875736615841068547583863326864530410,262,11111111111111111111111111111111111,6,1260,4109922421017093,9,4168755811,7220496869,195312750,306,1,52,97,144403552893600,4,1152,0,17,5382485348384518117122015,46,160,58,7269025684908494972966607377858301476140740706020503261590347784559624280487182910389632836812694072354964404092791444254084395055586707200,8239650040,71,3,70,2358045034996817096518614,3,221643095476699771875,1,1,1,5040,1,0,1,51,2,5,6,840,0,1,-286470013685760,4,11,1,8,1,6,3,3,3,101
14,1,2,668,36,171794492,11,954637558,1908881900,33385282,0,157,17977,14930352,954437120,6226306037178,73,68719476736,179655930440464,36494410645223834692096,11959798385860453492,3819714729894818339975525681317,41222060339517702122347079671259045,2,2790,667,21300003689580,142579234827379612262522312216821901543558,371993326789901217467999448150835200000000,1,136848697178974583890250084902303641858505,285273917723723876056171083405292782327767461712708093041,27445922734443719016523516486805245745786791148704643680696607073499034860202165027058221056,38,54018521,666,61484961,68719476735,150094635296999121,690553284607089589267172942425133706613042441,82089011515213367907186323883068205046425814529212416,1296,8436,4722366482869645213696,226588568079973535422904792685429246690212740119658496,106387358923716524807713475752456393740167855629859291136,1926,16206,590574720777544365455135032296439571372033016181822954929765972153659805050264501891063465,9468166135702260431646263438600,46656,1679616,38,-182213314,1295297588128,144199280951655469628360978109406917583513090155,1,12,13860,4,189,101,442512540276836779204,6593381114984955663097869,953467954114363,181440,1908866960,22906492245,1,-18,1,283,7,2395415678676082004163677716234578672981800778515625,1370,249959727972,1,1,2,1,30122754096401,115,9075135300,11,81,1,308061521170129,38,873065282167813104916,796607831560617902288322405,498454011879264,72,1,10881206124,225319534991831177328890236228992001350685163362356544091910,272,111111111111111111111111111111111111,36,1332,12159131877715993,4,5694626340,9863382151,350419594,324,2,54,100,144403552893600,1,312,4,18,33966315435324115881035856,47,162,59,845145260448529411554359434697495931449738707640711257439325496122762790256984169864283339380447721270308932303526439461906605795491600686363168000,16446593964,73,4,72,13186762229969911326195738,37,1678343852714360832000,1,40320,1,1,1,-1,0,52,37,6,5,864,-26315271553053477373,1919190,478625723149576,5,11,8,1,1,6,26,62,1,103
1,2,4,760,18,350238175,4,1857545300,3714566312,54018521,1,163,21637,24157817,1857283155,17169677490714,74,137438953472,509588049810620,239366326117390607268352,45950804324621742364,52868366208550447901945575624941,970982810785059112379399707952152576,3,3074,704,51422757785981,5208610500144919495844659270116658786563011,13763753091226345046315979581580902400000000,1,5063401795622059603939253141385234748764684,28313468473157736370011296127792731029354930758695159595008,61734944982941673707446818719138436060385873785204057284992863438262275131382921131888174170112,60,87403803,703,90379784,137438953471,450283905890997363,29546140031669173810971122007822403876036160533,7710105884424969623139759010953858981831553019262380893,1369,9139,18889465931478580854784,20823498054974293114261371204370275986079266118677037056,10555134955777783414078330085995832946127396083370199442517,2035,17575,1292973664187864170497603235938698754076170519123672606411370597343787035331808195731850937881,26614365825753796268872151875584,50653,1874161,20,-255874080,3404490780161,7697316738562185268347644943000493480404209089501,1,12,13860,1,193,103,1746130564335626209832,36912754633401605027088357,2750016719520991,194472,3714566310,45812984491,2,19,22,311,7,174865344543353986303948473285124243127671456831640625,1810,595405363473,2,2,2,2,72722761475561,118,17672631900,11,82,2,806515533049393,60,3446310324346630677300,5162879946168545215371343587,1304969544928657,75,3,21762412248,35375166993717494840635767087951744212057570647889977422429870,282,1111111111111111111111111111111111111,18,1406,35986168879543609,11,15558008491,26947261171,628704034,342,0,55,103,5342931457063200,2,912,8,18,214724119954758517390268268,49,168,61,165835249056605492416355557963377430048594089206805267989348056853584108124875076102203612627802970127613334419432183569347413052441844538867102052696840000,32893187928,75,5,74,73825509266803210054176714,19,8200794532637891559375,8,-109584,255,8,502,1,1,54,2,7,4,900,0,1,-794110053826560,6,11,3,8,0,6,1,1,2,107
2,2,4,864,24,715497037,2,3617214681,7233642930,87403803,0,167,26015,39088169,3616814565,47436313524262,76,274877906944,1447023384581029,1589659519990672490875904,176733862787006701400,746289892095625330523099540639146,23489580527043108252017828576198947741,3,3404,742,124145519261542,195497593731392734506873788376896938168104207,523022617466601111760007224100074291200000000,0,192409268233638264949691619372638920453057993,2887055063130030577943319204843309228979284749210167102819281,146418390589312431043292141269909391400071744147206307074722368442192963349157711135451772434251776,56,141422324,741,132441995,274877906943,1350851717672992089,1296143527278544702918959791276402193494139508563,745091275609414115000297266520861342877761335755135778816,1444,9880,75557863725914323419136,1967585335605067331816881515789858061752205810690447900672,1075911801979993982060429252856123779115487368830416064610304,2147,19019,2986928183284576950930743652217140605692922369370680702813812833466898038172015655808960288452845,73773169969725069760801792854360,54872,2085136,56,-145589976,8964747474595,421985466101260424678587486718115935844245187819723,1,12,16380,9,195,107,6892620648693261354600,206872001855792377621111719,7939655757745265,246480,7233615333,91625968981,2,-19,17,313,5,13114900840751548972796135496384318234575359262373046875,1700,1419855914607,2,2,4,2,175568277047523,119,35345263800,12,85,1,2111485077978050,56,13608507434599516007800,33496962712940417760973884708,3416454622906707,77,3,43524782946,5766152219975951659023630035336134306565384015606066319856068810,292,11111111111111111111111111111111111111,12,1482,106542797484006471,7,21252634831,36810643322,1127987211,361,0,56,108,5342931457063200,1,480,0,19,1359692924143850115019118373,50,174,62,54917427087918674833620357513550306824956863230838706714665928045252082223213227678476898770119404852333495740951741438980024978096980449116662902527610721323280000,65721226560,77,4,76,413744003711584755242223438,13,63777066403145711616000,28,118124,3025,56,14608,1,1,55,3,8,3,960,2929993913841559,6,1308745319975256,7,11,8,3,-10,6,3,3,1,109
2,1,8,982,16,1464407113,8,7048675960,14096303344,141422324,1,173,31185,63245986,7048151355,131290543779126,79,549755813888,4113254119923150,10685579912451515567073280,680425371729975800390,10738823330774692832768857986425209,583203324917310043943191641625494290432,4,3734,781,299713796309065,7533556924222050519816188722787051879023902552,20397882081197443358640281739902897356800000000,0,7503961461111892333037973155532917897669261726,302231454903657293676544000000000000000000000000000000000000000,365660095844068261072701444309680705805634270237030039800549837863741179370177492864227298614949445632,90,228826127,780,193487501,549755813887,4052555153018976267,58261178715921083746534506385284669049341900449953,74027052900770014819059466790854082794340634595132489815879,1521,10660,302231454903657293676544,191008011389013043866128326364206801607790424006556876013568,112595147462071192539789448988889059930192105219196517009951959,2262,20540,7270601714016864143803280651699281851647234288049207905108309583687335688017641546191095009395592341,201768789947228738648580043776000,59319,2313441,6,408038400,23647478933969,23743057231588741419119534567705900419786127935577533,3,12,16380,7,201,109,27217014869199032015600,1160541512681304496111863447,22944749046030949,262080,14096302710,183251937963,7,20,50,347,7,1009847364737869270905302433221592504062302663202724609375,2210,3389524479050,2,4,2,1,423859315570607,121,68923264410,12,89,4,5527939700884757,72,53753604366668088230810,217550867863011281855594752680,8944394323791464,78,20,87049565892,962947420735983927056946215901134429196419130606213075415963491270,303,111111111111111111111111111111111111111,4,1560,315544068167601787,10,58063278153,100568547815,2023774607,380,2,57,109,5342931457063200,8,1344,0,19,8623671201819194848037091059,51,176,65,30692274628140156272643739291994436534436318668755431714151742175626467541711328060170119488777383578520434893985019199711974799164636299647067459873380483701787779424056000,131312154528,79,3,78,2321083025362608992223726894,5,319830986772877770815625,56,-67284,7770,336,88234,0,0,56,2,9,2,1024,0,1,-2143055278039040,8,11,5,8,0,6,3,3,4,113
