,0,1,2,3
308,3.08,-7.362102261594495,-6.254724356555795,27.13880388958439
309,3.09,-7.257059270684473,-6.2646719231990975,26.87599503121318
310,3.1,-7.163821539354686,-6.292330622599985,26.61532140612886
311,3.11,-7.082915957670727,-6.336971235419859,26.358659887434538
312,3.12,-7.014749226327105,-6.397853310918825,26.107784265889737
313,3.13,-6.959618823528394,-6.474236714714666,25.86437582399103
314,3.14,-6.917723791750078,-6.565388372213832,25.63003431484708
315,3.15,-6.889174923563031,-6.670584613990738,25.406288717655436
316,3.16,-6.874004006418248,-6.789109565767964,25.19460725089134
317,3.17,-6.8721718614428084,-6.920250035744151,24.99640621093761
318,3.18,-6.883574979389563,-7.0632873461338,24.813057267528272
319,3.19,-6.908050617545618,-7.217486542868936,24.645892889848202
320,3.2,-6.945380275039194,-7.38208340529202,24.496209601572442
321,3.21,-6.995291511666708,-7.5562696727655885,24.365268773761237
322,3.22,-7.057458118603748,-7.739176912642292,24.254294666309942
323,3.23,-7.1314986899759125,-7.929859477958294,24.164469427255302
324,3.24,-7.21697368418521,-8.127277046202094,24.096924760876725
325,3.25,-7.313381105105736,-8.330277293904713,24.05272998723884
326,3.2600000000000002,-7.420150977536539,-8.537579345181555,24.032876244961283
327,3.27,-7.536638840200074,-8.747758733452873,24.03825664383209
328,3.2800000000000002,-7.6621185341177505,-8.95923472950275,24.06964226273674
329,3.29,-7.795774624687217,-9.170261008020997,24.12765401936483
330,3.3000000000000003,-7.936694861669723,-9.378920737617912,24.212730618631813
331,3.31,-8.08386315074563,-9.583127270770104,24.325093021926367
332,3.3200000000000003,-8.236153580055209,-9.780631661427321,24.46470617072279
333,3.33,-8.392326110303324,-9.969038226638105,24.631239042247326
334,3.34,-8.551024590884811,-10.14582926979989,24.82402450084731
335,3.35,-8.71077779854842,-10.30839987229449,25.042020816275215
336,3.36,-8.870004199587012,-10.454103315332377,25.283777118666883
337,3.37,-9.027021100669353,-10.580307200760199,25.54740540791565
338,3.38,-9.180058766662567,-10.68445969563356,25.83056198066171
339,3.39,-9.327279937322974,-10.764164546656984,26.130441223291633
340,3.4,-9.466804962972159,-10.817262634633583,26.44378458571562
341,3.41,-9.596742502065132,-10.841916929151456,26.76690714715853
342,3.42,-9.715225387931559,-10.836696846829787,27.09574348028115
343,3.43,-9.820450893553692,-10.800657319049405,27.42591351086617
344,3.44,-9.910724226826073,-10.73340745176318,27.75280779429111
345,3.45,-9.984503707429084,-10.635163617873388,28.071690169123322
346,3.46,-10.04044574927741,-10.506782242400499,28.377814228355305
347,3.47,-10.077447540373399,-10.349768456812656,28.66654863012081
348,3.48,-10.09468521223631,-10.166258184574954,28.93350512780373
349,3.49,-10.091645351888697,-9.958972979647402,29.174662499755666
350,3.5,-10.068147943712521,-9.73114891363448,29.386479428182163
351,3.5100000000000002,-10.024359230504365,-9.48644278915902,29.565989877551544
352,3.52,-9.960793526715825,-9.228820722428495,29.710875636304365
353,3.5300000000000002,-9.878303657743734,-8.962435478907903,29.819512308532044
354,3.54,-9.7780603794771,-8.691499705577819,29.89098699959145
355,3.5500000000000003,-9.661521788469324,-8.420162301114425,29.92508801072695
356,3.56,-9.530394304119232,-8.15239461002651,29.922268811481164
357,3.5700000000000003,-9.386587239958581,-7.891892011764483,29.883590189407688
358,3.58,-9.23216324845623,-7.641994960226879,29.810645634361325
359,3.59,-9.069287009867965,-7.405631808650774,29.705475623004475
360,3.6,-8.900174448100898,-7.18528402929856,29.570476528830408
361,3.61,-8.727044520086146,-6.982972881070139,29.40830946173279
362,3.62,-8.552075276677716,-6.800265319506244,29.221813554119077
363,3.63,-8.377365475557468,-6.638296054948905,29.013927196366524
364,3.64,-8.204902583039049,-6.49780216299311,28.787619621692844
365,3.65,-8.036537570254412,-6.379166507777814,28.54583416961805
366,3.66,-7.873966520116935,-6.282466391845561,28.29144360863919
367,3.67,-7.718718735196955,-6.2075242179986825,28.02721712887816
368,3.68,-7.572150784046878,-6.153957457119805,27.755798048068378
369,3.69,-7.435445746916554,-6.121225786843971,27.479690906407534
370,3.7,-7.309616816835509,-6.108673838270755,27.20125643547825
371,3.71,-7.195514369687339,-6.115568517127035,26.92271284032208
372,3.72,-7.093835625707807,-6.1411303237546875,26.646141894689148
373,3.73,-7.005136072299,-6.1845584691816065,26.37349848089661
374,3.74,-6.929841892237744,-6.245049869851253,26.106622375824706
375,3.75,-6.868262731600712,-6.321812306865498,25.847251267644758
376,3.7600000000000002,-6.820604239167024,-6.414072167489443,25.597034164912735
377,3.77,-6.786979906865066,-6.521077260288314,25.35754451797508
378,3.7800000000000002,-6.767421834067799,-6.642095224492759,25.130292504850853
379,3.79,-6.76189012408544,-6.776408052566936,24.91673603679133
380,3.8000000000000003,-6.770280697467475,-6.9233032244731785,24.71829011263884
381,3.81,-6.79243137330273,-7.082061923570624,24.536334198195842
382,3.8200000000000003,-6.828126127207495,-7.2519447763929,24.372217330845807
383,3.83,-6.877097484445319,-7.432175539274621,24.2272606554371
384,3.84,-6.939027050452192,-7.621923149952132,24.102757090417963
385,3.85,-7.013544221151466,-7.820282576728062,23.99996780954911
386,3.86,-7.1002231541789005,-8.02625493503979,23.920115210884795
387,3.87,-7.1985781219500415,-8.2387274036063,23.86437203864472
388,3.88,-7.308057410683316,-8.456453560373166,23.833846333255828
389,3.89,-7.428035978167783,-8.67803487102968,23.829561919459238
390,3.9,-7.557807138847915,-8.901904196187242,23.852434211689335
391,3.91,-7.696573608710492,-9.126312330576072,23.903241230234283
392,3.92,-7.8434383145611095,-9.349318738123914,23.982589890922966
393,3.93,-7.997395451402024,-9.568787785355072,24.090877863789203
394,3.94,-8.157322355036897,-9.782391882056569,24.22825159800459
395,3.95,-8.321972840085728,-9.987622987496103,24.394561481982734
396,3.96,-8.489972729516472,-10.181813903509795,24.589315542143765
397,3.97,-8.659818361528108,-10.362170620910698,24.81163356459096
398,3.98,-8.829878891964437,-10.525816682195456,25.060204021597702
399,3.99,-8.998403202583118,-10.66985004620259,25.33324665606297
400,4.0,-9.163532163942962,-10.791412275350067,25.628483964694173
401,4.01,-9.323316873687984,-10.887769017883109,25.94312505564859
402,4.0200000000000005,-9.475743286722063,-10.956399755998877,26.273865363866722
403,4.03,-9.618763368500428,-10.995093696098554,26.616905415580973
404,4.04,-9.750332539505678,-11.002047582761495,26.967991186272897
405,4.05,-9.868452751076697,-10.97596024578493,27.32247756770726
406,4.0600000000000005,-9.971220064626062,-10.916117981225339,27.67541506794078
407,4.07,-10.056875133972584,-10.822464566943504,28.021658187013063
408,4.08,-10.123854559342087,-10.695649942713203,28.355992072753462
409,4.09,-10.170840742251352,-10.537052419948862,28.673272250020318
410,4.1,-10.196807672688118,-10.348770730556241,28.96857064993156
411,4.11,-10.201060064988843,-10.133584196268266,29.237320063206546
412,4.12,-10.183263451857684,-9.894881629296906,29.47544868989586
413,4.13,-10.143463250064997,-9.636562020754296,29.6794967720901
414,4.14,-10.08209140403715,-9.362912354094032,29.84670839396764
415,4.15,-9.99995994756952,-9.078469719963067,29.975093322120408
416,4.16,-9.898241632257994,-8.787876080317682,30.063456044529502
417,4.17,-9.77843857592538,-8.49573439718103,30.11139168294929
418,4.18,-9.64234060708303,-8.206474381074768,30.11925090616506
419,4.19,-9.49197555479405,-7.924234915659848,30.08807808565687
420,4.2,-9.329554109450344,-7.652768461837019,30.019528498523552
421,4.21,-9.157412036266887,-7.395370677599729,29.915771274032306
422,4.22,-8.977952463253036,-7.154836365469034,29.77938497948746
423,4.23,-8.793590715659937,-6.93344090813832,29.613252318980457
424,4.24,-8.606703772968613,-6.7329447502020905,29.420459512908288
425,4.25,-8.41958593505302,-6.5546173332870685,29.204204710715263
426,4.26,-8.23441175521237,-6.399276224717187,28.967718442405314
427,4.2700000000000005,-8.0532067780143,-6.267336965299761,28.714197793181476
